,name,year,rating,votes,certificate,plot,url,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller
962,Ratchet & Clank: Up Your Arsenal,2004,8.8,1.394,T,"Ratchet and Clank return to the Solana Galaxy to combat Dr. Nefarious, a villain from Qwark's shady past, who wishes to turn all organic life into robots.",https://www.imdb.com/title/tt0433623/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
963,Star Wars: Jedi Knight - Dark Forces II,1997,8.5,1.34,nan,"You play as Kyle Katarn, a mercenary whose skills progress into becoming a Jedi knight, to stop a team of dark Jedis from taking the valley of the Jedi's power.",https://www.imdb.com/title/tt0160910/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
964,Street Fighter II: The World Warrior,1991,8.4,1.726,T,Eight fighters from around the world compete to get the chance to take on the evil dictator M. Bison. Choose a character and engage your opponents in one-on-one close quarter street combat in a series of best-two-out-of-three matches.,https://www.imdb.com/title/tt0278746/?ref_=adv_li_tt,True,False,False,False,False,False,False,True,False
965,Toy Story,1995,7.4,687.0,K-A,"Following the story from the film, players take control of Woody as he tries to save Buzz from the various problems that arise.",https://www.imdb.com/title/tt0178952/?ref_=adv_li_tt,True,True,False,False,True,False,False,False,False
966,WWE SmackDown! vs. RAW,2004,7.4,500.0,T,"Worlds collide in the first edition of the Smackdown vs Raw series, that includes new gameplay features such as pre-match and in-match mini-games.",https://www.imdb.com/title/tt0423500/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
967,The Lord of the Rings: The Battle for Middle-Earth,2004,8.7,1.953,nan,"You play the events of The Lord of the Rings trilogy, both with the Fellowship of the Ring and the larger War of the Ring.",https://www.imdb.com/title/tt0412935/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
968,Ghost Rider,2007,6.9,268.0,T,The Ghost Rider makes justice beating monsters and devils.,https://www.imdb.com/title/tt1038023/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
969,Mario Kart: Double Dash!!,2003,8.5,1.962,E,"In this GameCube installment of Mario Kart, Mario, Luigi and friends race together in teams of two with all new special items specifically designed for certain characters.",https://www.imdb.com/title/tt0371816/?ref_=adv_li_tt,True,False,False,False,True,True,False,False,False
970,Punch-Out!!,2009,8.0,143.0,E10+,"Play as Little Mac as he punches his way to being the best boxer. Punch your way through Glass Joe, the famous Donkey Kong, and more.",https://www.imdb.com/title/tt2202503/?ref_=adv_li_tt,True,False,True,False,True,False,False,False,False
971,Driver: San Francisco,2011,7.6,781.0,T,"Undercover cop John Tanner chases down Charles Jericho, when Tanner's vehicle is struck by a Big Rig and he ends up in the hospital. Player's take place in Tanner's coma-induced dream where he continues to track down Jericho.",https://www.imdb.com/title/tt2136885/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,True
972,Assassin's Creed: Freedom Cry,2013,7.1,944.0,nan,"A privateer who escaped slavery as a boy must again face the harsh realities of the Afro-Caribbean slave trade after a hurricane leaves him stranded in Colonial Haiti, on the eve of the Maroon rebellion.",https://www.imdb.com/title/tt3431286/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
973,Battlefield: Bad Company 2,2010,8.2,4.219,M,"Bravo 2 are back, and are wanting to go home more than ever.",https://www.imdb.com/title/tt1625541/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
974,Metal Gear,1987,7.9,1.284,E,"After Gray Fox, FOX-HOUND's best agent, goes missing, rookie Solid Snake is sent to the South African fortress ""Outer Heaven"" to rescue him from terrorists armed with a nuclear-equipped bipedal tank.",https://www.imdb.com/title/tt0249006/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
975,Dragon Ball Z: Budokai Tenkaichi 3,2007,8.7,861.0,T,"The third and final installment in the Budokai Tenkaichi series that includes the apocalyptic battles and the essence of the Dragon Ball series, following the main story.",https://www.imdb.com/title/tt1173898/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
976,Disney Infinity: Marvel Super Heroes,2014,6.6,410.0,E10+,"Disney Infinity returns, and this time it's super powered. Play in the play sets or the revolutionary toybox as your favorite Marvel superheroes and Disney favorites.",https://www.imdb.com/title/tt3704236/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
977,Need for Speed: The Run,2011,7.1,1.614,T,Jack Rourke must win a cross-country race to pay off the Mob and save his life.,https://www.imdb.com/title/tt2134107/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
978,Bloodshore,2021,7.2,59.0,nan,"In the not-so-distant future The Island is the hottest reality TV show on the planet, streamed globally to billions. The winner receives a life-changing cash prize of $10m. All is not what it seems this season.",https://www.imdb.com/title/tt12981766/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
979,War Thunder,2014,7.4,246.0,nan,"A highly realistic mid- 20th century military vehicle simulation multiplayer game where the player and his team must complete objectives and battle an enemy team with tanks, planes, and other vehicles from the major countries in WWII.",https://www.imdb.com/title/tt3391052/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
980,Lego Harry Potter: Years 1-4,2010,7.6,1.859,E10+,Experience the first half of Harry Potter's school life in Lego form.,https://www.imdb.com/title/tt1454016/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
981,Batman: Vengeance,2001,7.5,473.0,T,"When an elaborate scheme conceived by the Joker is set in motion, Batman embarks on a perlious journey to save Gotham from the clutches of his most dangerous adversaries.",https://www.imdb.com/title/tt0285446/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
982,Doom II: Hell on Earth,1994,8.5,2.939,M,"Doom 2 follows the story of Doom-Guy, killing hell creatures, for the future of mankind.",https://www.imdb.com/title/tt0290572/?ref_=adv_li_tt,True,False,False,False,False,False,False,True,False
983,Call of Duty: Modern Warfare 2 Campaign Remastered,2020,8.4,718.0,M,"Experience classic missions in true high-definition like Cliffhanger, The Gulag, and Whiskey Hotel as you join Soap, Price, Ghost and the rest of Task Force 141 in the globe-spanning fight to restore order to the world.",https://www.imdb.com/title/tt12277458/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,True
984,Eragon,2006,4.7,464.0,T,"The video game adaptation of the film in which the player takes on the role of the protagonist from the book and film, Eragon, and occasionally controls his dragon Saphira.",https://www.imdb.com/title/tt0902280/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
985,Resistance: Fall of Man,2006,7.9,1.722,M,"Sergeant Nathan Hale, along with the human resistance forces, attempts to drive a mysterious alien-like invasion out of Britain.",https://www.imdb.com/title/tt0841037/?ref_=adv_li_tt,True,False,False,False,False,False,False,True,True
986,007: Agent Under Fire,2001,7.0,717.0,T,"After rescuing a CIA agent being held hostage, Bond travels the globe in pursuit of Nigel Bloch, a brilliant madman who is working with a mysterious corporation in a plot involving cloning, kidnapping, and political manipulation.",https://www.imdb.com/title/tt0295846/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
987,The Walking Dead: Survival Instinct,2013,5.3,1.084,M,Play as Daryl Dixon as he struggles to make his way through the early days of the apocalypse.,https://www.imdb.com/title/tt2287394/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
988,Hitman: Contracts,2004,8.0,2.95,M,"After a failed job, 47 hides in a dark room and while delusional, he dreams about past assignments.",https://www.imdb.com/title/tt0404112/?ref_=adv_li_tt,True,False,False,True,False,False,True,False,False
989,Spyro the Dragon,1998,8.2,2.071,E,"A young cute purple dragon named Spyro sets out to free his dragon buddies, after they had fallen victim to the villainous Gnasty Gnorc, who has turned them into crystal statues.",https://www.imdb.com/title/tt0253749/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
990,Area 51,2005,7.1,519.0,M,"In a routine mission, Soldier Ethan Cole must survive a degenerative contamination and find out what is behind everything, which includes events and cases about UFO's and non-terrestrial life covered by the government.",https://www.imdb.com/title/tt0423828/?ref_=adv_li_tt,True,False,False,False,False,False,True,False,False
991,Lego the Lord of the Rings: The Video Game,2012,8.2,1.299,E10+,"Frodo Baggins, a hobbit from the Shire, must destroy the all powerful ring in the fires of mount doom before Suaron can lay hold upon it and gain control over all of Middle-Earth.",https://www.imdb.com/title/tt2283948/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
992,Black,2006,8.1,800.0,M,"Black Ops soldier Sgt. Jack Kellar gets interrogated about his actions in the previous four days towards an international weapons-dealing terrorist organization known as ""Seventh Wave.""",https://www.imdb.com/title/tt0791620/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
993,Blood,1997,8.4,449.0,M,"Betrayed by the evil deity that he served in life (and death), Caleb rises from the grave seeking vengeance and answers.",https://www.imdb.com/title/tt0284915/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
994,The Goonies II,1987,7.0,234.0,nan,"Mikey's friends, the Goonies, have been kidnapped by the Fratellis, an Italian family of small-time crooks and counterfeiters. Mikey must rescue all six of his friends and free a captured mermaid named Annie.",https://www.imdb.com/title/tt0186172/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
995,Star Wars: Battlefront,2004,8.3,4.189,T,"Play as either the Confederacy of Independent Systems, the Galactic Republic, the Galactic Empire, or the Rebel Alliance, and lead each faction in the key battles of the Republic age, and the Empire age.",https://www.imdb.com/title/tt0418194/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
996,Duke Nukem Forever,2011,5.4,1.7,M,"When the aliens come back for vengeance they hit Duke where it hurts, by drinking all of his beer, and abducting all the hot women.",https://www.imdb.com/title/tt0363582/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
997,Space Jam,1996,6.7,343.0,K-A,"Basketball video game for DOS, PlayStation and SEGA Saturn based on the popular movie. Play either as the Looney Tunes team or the alien monster team.",https://www.imdb.com/title/tt5832032/?ref_=adv_li_tt,True,False,True,False,False,False,False,False,False
998,Crash Bandicoot 2: Cortex Strikes Back,1997,8.5,2.367,E,Crash Bandicoot is on an adventure to collect crystals and help Dr. Neo Cortex save the world.,https://www.imdb.com/title/tt0181421/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
1000,The Matrix: Path of Neo,2005,7.5,1.501,T,Play as Neo and battle your way through familiar fights and situations from the Matrix trilogy.,https://www.imdb.com/title/tt0451118/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1001,Marvel vs. Capcom: Infinite,2017,6.2,388.0,T,Heroes from the Marvel and Capcom universes band together to prevent Ultron Sigma's reign of terror over their worlds.,https://www.imdb.com/title/tt6857544/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
1002,Epic Mickey 2: The Power of Two,2012,6.4,246.0,E,"The Mad Doctor returns, claiming to have mended his evil ways, but Oswald the Lucky Rabbit is suspicious and, with the help of Mickey Mouse, tries to uncover the truth behind this reformation.",https://www.imdb.com/title/tt2308622/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
1003,NieR,2010,8.5,343.0,M,"Set in a post apocalyptic world, the protagonist, Nier, sets out to cure his daughters illness called The Black Scrawl. He roams the world with two allies completing mercenary work and fighting mysterious monsters known as Shades.",https://www.imdb.com/title/tt1667847/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
1004,Cars 3: Driven to Win,2017,7.0,196.0,E10+,"Journey beyond the film experiences an all-new adventure as Lightning McQueen, Cruz Ramirez, Jackson Storm and other beloved characters gather to race one another.",https://www.imdb.com/title/tt7084926/?ref_=adv_li_tt,True,False,False,False,True,False,False,False,False
1005,Devil May Cry 2,2003,5.9,1.513,M,Dante is recruited by a clan of Demon Slayers to protect the island of Vie de Marli from a greedy business mogul who seeks to become a demon.,https://www.imdb.com/title/tt0319285/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1006,Wreck-it Ralph: Ralph Breaks VR,2018,7.2,599.0,nan,"Based off Ralph Breaks the Internet, experience the cooperative virtual reality adventure as you help Ralph and Venellope escape a security program who erases every type of virus.",https://www.imdb.com/title/tt9144066/?ref_=adv_li_tt,True,False,False,False,False,True,False,False,False
1007,Kane & Lynch: Dead Men,2007,7.1,1.436,M,Kane and Lynch: Dead Men follows the violent and chaotic journey of two men - a flawed mercenary and a medicated psychopath - and their brutal attitude towards right and wrong.,https://www.imdb.com/title/tt0973816/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
1008,South Park: Tenorman's Revenge,2012,7.4,56.0,M,"When the evil Scott Tenorman steals the hard drive to Cartman's Xbox 360, it's up to him and his friends to travel through time to fight his robot Ginger army.",https://www.imdb.com/title/tt2276782/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
1009,Star Wars: The Old Republic - Knights of the Eternal Throne,2016,8.1,264.0,nan,"After the Alliance Commander overthrows Arcann, she is faced with a new threat; Vaylin. Faced with new challenges, opportunities, and unlikely allies; the Commander must dethrone Vaylin.",https://www.imdb.com/title/tt6138484/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1010,Tony Hawk's Pro Skater,1999,7.8,1.076,T,"Play as Tony Hawk, or nine other pros, and work your way up the ranks by successfully perform and combine aerials, flips, and grinds in competitions. Pro Skater features several modes, such as Career Mode, and multiple multiplayer modes.",https://www.imdb.com/title/tt0271232/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
1011,Apocalypse,1998,7.3,792.0,T,Dystopian third person shooter in which a Rambo-like scientist must battle the armies of his demonically possessed mentor who plans to bring about the Apocalypse using the Four Horsemen masked as four powerful people to corrupt the world.,https://www.imdb.com/title/tt0176457/?ref_=adv_li_tt,True,False,False,False,False,False,False,True,False
1012,Grand Theft Auto: Chinatown Wars,2009,7.4,955.0,M,Triad gangster Huang Lee arrives in Liberty City to return a family heirloom and seek vengeance upon the thugs who murdered his father.,https://www.imdb.com/title/tt1340777/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
1013,"Grand Theft Auto: London, 1969",1999,7.0,1.109,M,"Expansion pack for Grand Theft Auto (1997), adding new missions and vehicles.",https://www.imdb.com/title/tt0290637/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
1014,The Godfather II,2009,7.4,1.261,M,A video game in which players control a new member of the Corleone crime family who is rising through the ranks.,https://www.imdb.com/title/tt1198207/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
1015,Midnight Club: Los Angeles,2008,7.5,424.0,T,"You play as a driver, who races his way through illegal street races in an open world Los Angeles.",https://www.imdb.com/title/tt1314798/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
1016,Star Trek: Legacy,2006,6.4,309.0,nan,"All five Captains must face T'Uerell, a brilliant female Vulcan Captain gone insane, in their own eras in order to save the Alpha Quadrant.",https://www.imdb.com/title/tt0844485/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
1017,The Elder Scrolls: Arena,1994,6.5,277.0,E,First-person action role-playing game in which the protagonist must rescue the Emperor Uriel Septim VII from his dimensional prison by recovering the eight pieces of the Staff of Chaos.,https://www.imdb.com/title/tt1846547/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1018,Adventure Time: Pirates of the Enchiridion,2018,6.6,87.0,E10+,"The Land of Ooo is underwater and it's up to Finn and Jake to find out why, Join our heroes as they explore and search the high seas, Interrogate shady suspects and fight pirates to solve the mystery and save their waterlogged world.",https://www.imdb.com/title/tt9863808/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
1019,Celeste,2018,8.6,1.062,E,"A young woman undertakes the challenge of climbing a mountain with dangerous perils and mysterious powers. Throughout her journey, she is confronted by Part Of Her, her bad side doppelgänger.",https://www.imdb.com/title/tt7903902/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
1020,Yakuza 3,2009,7.9,472.0,M,"Politicians are conspiring to take away Kazuma's land. A person whom Kazuma believed dead has returned, and Kazuma finds himself in the middle of a battle between organized crime divisions.",https://www.imdb.com/title/tt1386685/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
1021,River City Girls,2019,7.6,95.0,E10+,"There's trouble once again in River City, and this time only the girls can save the day. Using a variety of attacks, weapons, and items, these hot-blooded heroines are ready to teach the ... See full summary »",https://www.imdb.com/title/tt10856570/?ref_=adv_li_tt,True,False,True,False,False,False,False,False,False
1022,Star Trek: Generations,1997,7.0,631.0,nan,A first person action adventure game for the PC with first person shooter segments as well as real-time strategy sections. Based on Star Trek: Generations (1994).,https://www.imdb.com/title/tt0143901/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
1023,The Lion King,1994,7.8,1.837,K-A,"To survive and grow into a powerful adult lion, Simba must perfect his savage pounce and master fighting with all four paws. Scrap with hyenas, dash through an elephant graveyard, defeat your evil uncle Scar and recapture the Pridelands.",https://www.imdb.com/title/tt0323073/?ref_=adv_li_tt,True,True,False,False,True,False,False,False,False
1024,Mafia II: Definitive Edition,2020,8.1,66.0,nan,"Part two of the crime drama saga. Following the rise of Vito Scaletta, son of Italian immigrants who moves to Empire Bay in America. Growing up and getting into a life of crime he befriends... See full summary »",https://www.imdb.com/title/tt18290420/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
1025,Medal of Honor,1999,8.3,1.828,T,"Take the role of Lieutenant Jimmy Patterson, a former C-47 Skytrain pilot in the Air Transport Command during World War II.",https://www.imdb.com/title/tt0214938/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
1026,Vader Immortal: A Star Wars VR Series - Episode III,2019,8.0,127.0,nan,"The smuggler captain and ZOE-3 prepare for the final confrontation with Darth Vader and Imperial forces, culminating with an assault on Vader's castle and a duel with the Dark Lord to decide the fate of the Mustafarians and their planet.",https://www.imdb.com/title/tt11323604/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1027,Call of Duty: Origins,2013,8.4,473.0,nan,"DLC for Call of Duty: Black Ops II (2012). The Apocalypse map pack introduces Origins, Treyarch's deepest and most imaginative zombies experience yet.",https://www.imdb.com/title/tt3147122/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,True
1028,Crash of the Titans,2007,6.5,552.0,E10+,Crash must stop Doctor Neo Cortex from using magical mojo to turn his island's inhabitants into monstrous Titans.,https://www.imdb.com/title/tt1080916/?ref_=adv_li_tt,True,True,False,False,True,False,False,False,False
1029,Deliver Us The Moon: Fortuna,2018,7.4,177.0,nan,A lone astronaut is sent to the moon on a critical mission to save humanity from extinction.,https://www.imdb.com/title/tt9415804/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
1030,Ben 10: Alien Force - Vilgax Attacks,2009,5.8,160.0,nan,Vilgax has returned with plans to conquer the galaxy and it's up to Ben Tennyson to stop him.,https://www.imdb.com/title/tt1545301/?ref_=adv_li_tt,True,True,False,False,True,False,False,False,False
1031,Ride to Hell: Retribution,2013,1.3,307.0,M,"A Vietnam veteran, who has recently returned home, goes after the gang of bikers who attacked his family.",https://www.imdb.com/title/tt4025560/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,True
1032,Mario Kart 64,1996,8.7,3.151,K-A,Nintendo's finest from the Mushroom Kingdom gather to race for first place in a multi-player mayhem classic for the Nintendo 64.,https://www.imdb.com/title/tt0234202/?ref_=adv_li_tt,True,False,False,False,True,False,False,False,False
1033,The 3rd Birthday,2010,7.3,192.0,nan,"As the world rests on the brink of destruction by a horrific enemy known as ""the Twisted,"" Aya remains the only candidate able to change the events of the past and save humanity from extinction.",https://www.imdb.com/title/tt1860322/?ref_=adv_li_tt,True,False,False,False,False,True,False,False,False
1034,The Matrix Online,2005,6.6,511.0,T,Set after 'The Matrix Revolutions' the Humans and Machines have peace but the Humans can jack into the Matrix and do missions and form factions/crews.,https://www.imdb.com/title/tt0390244/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
1035,Diablo,1996,8.5,2.869,M,"It is a horrible era for the formerly peaceful town of Tristram. Prince Albrect is missing, King Leoric is dead, and demonic raids are now commonplace. You are one of the heroes, who visits Tristram to slay whatever is causing this horror.",https://www.imdb.com/title/tt0258522/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1036,Midnight Club 3: DUB Edition,2005,8.4,406.0,E10+,"Midnight Club is a racing game with lots of cars, trucks, and motorcycles. You can detail any vehicle the way you like and do lots of street races.",https://www.imdb.com/title/tt0457413/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
1037,Lost Ark,2022,6.8,73.0,nan,"Embark on an odyssey for the Lost Ark in a vast, vibrant world: explore new lands, seek out lost treasures, and test yourself in thrilling action combat in this action-packed free-to-play RPG.",https://www.imdb.com/title/tt18181550/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
1038,Tony Hawk's Underground 2,2004,7.5,909.0,T,Create a character and travel around the world with Tony Hawk and Bam Margera in a crazy competition to see who is the better skater.,https://www.imdb.com/title/tt0420981/?ref_=adv_li_tt,True,False,True,False,False,False,False,False,False
1039,Kingdom Hearts II: Final Mix+,2007,9.3,1.281,nan,Sora and friends must set out on another adventure to find his long lost friends and stop Organization XIII.,https://www.imdb.com/title/tt1018736/?ref_=adv_li_tt,True,True,False,False,True,False,False,False,False
1040,Mortal Kombat 4,1997,6.9,1.442,nan,"Corrupted Elder God Shinnok attacks his former comrades who trapped him in the Netherrealm years before the 1992 tournament. When Quan Chi allies with Shinnok, Earthrealm's warriors take part in the battle between good and evil.",https://www.imdb.com/title/tt0203702/?ref_=adv_li_tt,True,False,False,False,False,True,False,True,False
1041,Pokémon Black Version,2010,7.9,723.0,E,"A young Pokémon Trainer sets out to explore the Unova region and become the Pokémon League champion. Along the way, they must battle the nefarious Team Plasma and a mysterious young man named N.",https://www.imdb.com/title/tt1731222/?ref_=adv_li_tt,True,True,False,False,True,False,False,False,False
1042,Rango,2011,7.2,176.0,E10+,A VERY wacky green man walks around in a PS2-looking environment.,https://www.imdb.com/title/tt1842449/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
1043,New Super Mario Bros.,2006,8.2,2.611,E,"On a relaxing walk with Mario, Princess Peach gets kidnapped by Bowser Jr, and Mario must travel across 8 different themed worlds to save her.",https://www.imdb.com/title/tt0818506/?ref_=adv_li_tt,True,True,False,False,True,False,False,False,False
1044,Paladins: Champions of the Realm,2016,6.6,397.0,nan,"Wield guns and magic as a legendary Champion of the Realm, customizing your core set of abilities to play exactly how you want to play.",https://www.imdb.com/title/tt7743938/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
1045,50 Cent: Bulletproof,2005,3.8,556.0,M,"50 Cent gets an urgent page from an old cell mate and walks into an ambush, he gets caught in a web of corruption, double-crosses and shady deals as he blasts his way to the truth.",https://www.imdb.com/title/tt0450955/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,True
1046,WWE SmackDown vs. RAW 2011,2010,7.7,646.0,T,"Wrestling game based on the two brands of WWE: Raw and SmackDown, with the incorporation of a new physics system, a new ""WWE Universe"" mode and more.",https://www.imdb.com/title/tt1674747/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
1047,Plants vs. Zombies 2: It's About Time,2013,6.8,602.0,E10+,"Play the hit action-strategy adventure where you meet, greet, and defeat legions of hilarious zombies from the dawn of time, to the end of days because It's about time to show those Zombies who's the boss.",https://www.imdb.com/title/tt5623228/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
1048,Conker: Live and Reloaded,2005,8.2,370.0,M,Remake of Conker's Bad Fur Day (2001). After having a hangover Conker gets lost and must find his way back home.,https://www.imdb.com/title/tt0379743/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
1049,Hungry Shark Evolution,2012,7.2,73.0,T,"Control a variety of sharks as they travel the ocean. You have to eat to stay alive, but there are hazards everywhere which will stop you in your tracks.",https://www.imdb.com/title/tt4935950/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
1050,Metroid Dread,2021,8.8,465.0,T,"Set after Metroid Fusion, players control bounty hunter Samus Aran as she faces a new robotic enemy on the planet ZDR.",https://www.imdb.com/title/tt14855850/?ref_=adv_li_tt,True,True,False,False,False,False,True,False,False
1051,Teenage Mutant Ninja Turtles: The Arcade Game,1989,7.6,1.297,nan,"Shredder has kidnapped television reporter April O'Neill and the awesome foursome: Leonardo, Michaelangelo, Donatello, and Raphael must kick into gear and defeat Foot Soldiers and some bogus bosses and defeat the evil Shredder.",https://www.imdb.com/title/tt0276551/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
1052,Skullgirls,2012,7.2,182.0,T,"The Skullheart, an ancient relic that has the power to grant any wish so long as the wish was pure, has fallen into the hands of Marie, turning her into the Skullgirl. Eight other girls, ... See full summary »",https://www.imdb.com/title/tt2357337/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
1053,Final Fantasy IX,2000,8.8,4.985,T,"When bandits try to kidnap the princess, they discover that it's the princess who wants to be kidnapped. But they are chased by an evil queen and an even more powerful entity.",https://www.imdb.com/title/tt0249510/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1054,Super Smash Bros.,1999,8.4,2.289,E,Mario and everybody's favorite Nintendo character battle it out in a no holds barred tournament.,https://www.imdb.com/title/tt0201955/?ref_=adv_li_tt,True,False,False,False,False,True,False,False,False
1055,Diablo II,2000,9.0,3.991,M,"Evil has survived. Diablo, the Lord of Terror, now seeks to free his demonic brothers. The armies of the High Heavens are forbidden to interfere with Diablo's plan.",https://www.imdb.com/title/tt0258523/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1056,NEO: The World Ends with You,2021,8.5,49.0,T,Neo: The World Ends with You[a] is an action role-playing game co-developed by Square Enix and h.a.n.d. and published by Square Enix. This game is a sequel to the 2007 video game The World ... See full summary »,https://www.imdb.com/title/tt13520932/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
1057,Terminator 2: Judgment Day,1991,7.9,1.855,Unrated,An on-rails light-gun shooter based on Terminator 2: Judgment Day (1991).,https://www.imdb.com/title/tt0244839/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
1058,Rainbow Six,1998,7.5,414.0,T,"John Clark is recruited along with Rainbow, the most elite counter-terror team in the world, to rescue hostages from terrorists, but as they go on, they discover there are bigger things at stake - such as the entire world.",https://www.imdb.com/title/tt0271747/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,True
1059,The Legend of Zelda: The Wind Waker,2002,9.0,3.343,E,"After his sister gets kidnapped from their peaceful island, a young boy aims to emulate the Hero of Time by saving her.",https://www.imdb.com/title/tt0325724/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1060,Fallout: The Frontier,2021,4.1,24.0,nan,The ongoing conflict between the Legion and the NCR boils over to the Frontier.,https://www.imdb.com/title/tt7471838/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
1061,Alan Wake's American Nightmare,2012,7.2,1.054,T,"The third and final DLC for Alan Wake (2010). Whilst in Arizona, Alan Wake finds himself again confronting his evil twin, Mr. Scratch, who spreads darkness where ever he goes.",https://www.imdb.com/title/tt2258253/?ref_=adv_li_tt,True,False,False,False,False,False,True,False,False
1062,Super Mario 3D World,2013,8.5,2.284,E,"Mario, Princess Peach, Luigi and Toad must save the Sprixie Princesses after Bowser has captured them in their kingdom.",https://www.imdb.com/title/tt2980042/?ref_=adv_li_tt,True,True,False,False,True,False,False,False,False
1063,Splinter Cell: Double Agent,2006,7.8,2.219,M,"After losing his daughter, NSA operative Sam Fisher is given his most dangerous assignment yet: go undercover with a terrorist organization.",https://www.imdb.com/title/tt0837133/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,True
1064,Sonic Origins,2022,8.3,44.0,E,"Relive the classic adventures of Sonic the Hedgehog, Sonic the Hedgehog 2, Sonic 3 and Knuckles, and Sonic CD in this new remaster.",https://www.imdb.com/title/tt19785448/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
1065,Xenoblade Chronicles X,2015,8.0,212.0,T,"Following the destruction of Earth in a war between two alien factions, the survivors of humanity build a new home on the planet Mira and form new alliances to fight against the hostile Ganglion coalition.",https://www.imdb.com/title/tt2969660/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
